year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
1983,Film | Sound in 1983,Gandhi,"Jonathan Bates, Simon Kaye, Gerry Humphreys, Robin O'Donoghue",False,Sound,gandhi,783.0,Gandhi,7.543,2110.0,Released,1982-11-30,77737889.0,191.0,False,22000000.0,tt0083987,en,Gandhi,15.878,"Drama, History","Goldcrest, Indo-British, International Film Investors, National Film Development Corporation of India, Columbia Pictures","India, United Kingdom","English, Hindi",1982.0,gandhi,both
1983,Film | Special Visual Effects in 1983,Poltergeist,Richard Edlund,True,Special Visual Effects,poltergeist,609.0,Poltergeist,7.143,2686.0,Released,1982-06-04,122200000.0,114.0,False,10700000.0,tt0084516,en,Poltergeist,27.038,Horror,"SLM Production Group, Metro-Goldwyn-Mayer",United States of America,English,1982.0,poltergeist,both
1983,Film | Special Visual Effects in 1983,Blade Runner,"Douglas Trumball, Richard Yuricich, David Dryer",False,Special Visual Effects,bladerunner,78.0,Blade Runner,7.931,12770.0,Released,1982-06-25,41722424.0,118.0,False,28000000.0,tt0083658,en,Blade Runner,56.798,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian",1982.0,bladerunner,both
1983,Film | Special Visual Effects in 1983,ET: The Extra-Terrestrial,"Dennis Muren, Carlo Rambaldi",False,Special Visual Effects,ettheextraterrestrial,601.0,E.T. the Extra-Terrestrial,7.512,10467.0,Released,1982-06-11,792965500.0,115.0,False,10500000.0,tt0083866,en,E.T. the Extra-Terrestrial,50.334,"Science Fiction, Adventure, Family, Fantasy","Universal Pictures, Amblin Entertainment",United States of America,English,1982.0,ettheextraterrestrial,both
1983,Film | Special Visual Effects in 1983,Tron,"Richard Taylor, Harrison Ellenshaw",False,Special Visual Effects,tron,97.0,Tron,6.668,2066.0,Released,1982-07-09,33000000.0,96.0,False,17000000.0,tt0084827,en,Tron,22.842,"Science Fiction, Action, Adventure","Lisberger/Kushner Productions, Walt Disney Productions",United States of America,English,1982.0,tron,both
1983,Film | Supporting Actor in 1983,Jack Nicholson,Reds,True,Supporting Actor,jacknicholson,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actor in 1983,Frank Finlay,The Return Of The Soldier,False,Supporting Actor,frankfinlay,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actor in 1983,Edward Fox,Gandhi,False,Supporting Actor,edwardfox,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actor in 1983,Roshan Seth,Gandhi,False,Supporting Actor,roshanseth,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actress in 1983,Rohini Hattangadi,Gandhi,True,Supporting Actress,rohinihattangadi,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actress in 1983,Maureen Stapleton,Reds,True,Supporting Actress,maureenstapleton,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actress in 1983,Candice Bergen,Gandhi,False,Supporting Actress,candicebergen,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Supporting Actress in 1983,Jane Fonda,On Golden Pond,False,Supporting Actress,janefonda,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actor in 1984,Michael Caine,Educating Rita,True,Actor,michaelcaine,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actor in 1984,Dustin Hoffman,Tootsie,True,Actor,dustinhoffman,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actor in 1984,Michael Caine,The Honorary Consul,False,Actor,michaelcaine,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actor in 1984,Robert De Niro,The King Of Comedy,False,Actor,robertdeniro,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actress in 1984,Julie Walters,Educating Rita,True,Actress,juliewalters,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actress in 1984,Jessica Lange,Tootsie,False,Actress,jessicalange,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actress in 1984,Phyllis Logan,"Another Time, Another Place",False,Actress,phyllislogan,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Actress in 1984,Meryl Streep,Sophie's Choice,False,Actress,merylstreep,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Adapted Screenplay in 1984,Heat And Dust,Ruth Prawer Jhabvala,True,Adapted Screenplay,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Adapted Screenplay in 1984,Betrayal,Harold Pinter,False,Adapted Screenplay,betrayal,123380.0,Betrayal,6.5,33.0,Released,2012-08-30,0.0,115.0,False,0.0,tt2299954,ru,Измена,5.501,Drama,"Studio SLON, Ministry of Culture of the Russian Federation",Russia,Russian,2012.0,betrayal,both
1984,Film | Adapted Screenplay in 1984,Educating Rita,Willy Russell,False,Adapted Screenplay,educatingrita,38291.0,Educating Rita,6.798,156.0,Released,1983-06-16,0.0,110.0,False,0.0,tt0085478,en,Educating Rita,11.786,"Drama, Comedy","Acorn Pictures, Columbia Pictures",United Kingdom,English,1983.0,educatingrita,both
1984,Film | Adapted Screenplay in 1984,Tootsie,"Larry Gelbart, Murray Schisgal",False,Adapted Screenplay,tootsie,9576.0,Tootsie,7.202,1590.0,Released,1982-12-17,177200000.0,116.0,False,21000000.0,tt0084805,en,Tootsie,19.232,"Comedy, Romance","Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures",United States of America,English,1982.0,tootsie,both
1984,Film | Cinematography in 1984,Fanny And Alexander,Sven Nykvist,True,Cinematography,fannyandalexander,5961.0,Fanny and Alexander,7.8,693.0,Released,1982-12-17,6795771.0,188.0,False,6000000.0,tt0083922,sv,Fanny och Alexander,11.207,"Fantasy, Drama, Mystery","Cinematograph AB, Svenska Filminstitutet, SVT, Gaumont, Personafilm, Tobis","Sweden, Germany, France","English, German, Swedish, Yiddish",1982.0,fannyandalexander,both
1984,Film | Cinematography in 1984,Heat And Dust,Walter Lassally,False,Cinematography,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Cinematography in 1984,Local Hero,Chris Menges,False,Cinematography,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Cinematography in 1984,Zelig,Gordon Willis,False,Cinematography,zelig,11030.0,Zelig,7.458,774.0,Released,1983-07-15,11798616.0,79.0,False,0.0,tt0086637,en,Zelig,8.647,Comedy,Orion Pictures,United States of America,"English, German",1983.0,zelig,both
1984,Film | Costume Design in 1984,La Traviata,Piero Tosi,True,Costume Design,latraviata,48561.0,La traviata,7.119,21.0,Released,1982-10-07,0.0,109.0,False,0.0,tt0084821,it,La traviata,4.194,"Drama, Music",Deutsche Grammophon,Italy,Italian,1982.0,latraviata,both
1984,Film | Costume Design in 1984,La Traviata,Piero Tosi,True,Costume Design,latraviata,425651.0,La Traviata,5.5,2.0,Released,2020-01-06,0.0,141.0,False,0.0,tt6954298,en,La Traviata,1.337,Music,Teatro dell'Opera di Roma,Italy,Italian,2020.0,latraviata,both
1984,Film | Costume Design in 1984,Fanny And Alexander,Marik Vos,False,Costume Design,fannyandalexander,5961.0,Fanny and Alexander,7.8,693.0,Released,1982-12-17,6795771.0,188.0,False,6000000.0,tt0083922,sv,Fanny och Alexander,11.207,"Fantasy, Drama, Mystery","Cinematograph AB, Svenska Filminstitutet, SVT, Gaumont, Personafilm, Tobis","Sweden, Germany, France","English, German, Swedish, Yiddish",1982.0,fannyandalexander,both
1984,Film | Costume Design in 1984,Heat And Dust,Barbara Lane,False,Costume Design,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Costume Design in 1984,Tootsie,Ruth Morley,False,Costume Design,tootsie,9576.0,Tootsie,7.202,1590.0,Released,1982-12-17,177200000.0,116.0,False,21000000.0,tt0084805,en,Tootsie,19.232,"Comedy, Romance","Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures",United States of America,English,1982.0,tootsie,both
1984,Film | Direction in 1984,Local Hero,Bill Forsyth,True,Direction,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Direction in 1984,Heat And Dust,James Ivory,False,Direction,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Direction in 1984,The King Of Comedy,Martin Scorsese,False,Direction,thekingofcomedy,262.0,The King of Comedy,7.8,2015.0,Released,1982-12-18,2536000.0,109.0,False,19000000.0,tt0085794,en,The King of Comedy,21.491,"Drama, Comedy","Embassy International Pictures, 20th Century Fox",United States of America,English,1982.0,thekingofcomedy,both
1984,Film | Direction in 1984,Tootsie,Sydney Pollack,False,Direction,tootsie,9576.0,Tootsie,7.202,1590.0,Released,1982-12-17,177200000.0,116.0,False,21000000.0,tt0084805,en,Tootsie,19.232,"Comedy, Romance","Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures",United States of America,English,1982.0,tootsie,both
1984,Film | Editing in 1984,Flashdance,"Bud Smith, Walt Mulconery",True,Editing,flashdance,535.0,Flashdance,6.496,1310.0,Released,1983-04-14,201500000.0,95.0,False,7000000.0,tt0085549,en,Flashdance,21.263,"Drama, Romance","Paramount, PolyGram Filmed Entertainment, Don Simpson/Jerry Bruckheimer Films",United States of America,English,1983.0,flashdance,both
1984,Film | Editing in 1984,The King Of Comedy,Thelma Schoonmaker,False,Editing,thekingofcomedy,262.0,The King of Comedy,7.8,2015.0,Released,1982-12-18,2536000.0,109.0,False,19000000.0,tt0085794,en,The King of Comedy,21.491,"Drama, Comedy","Embassy International Pictures, 20th Century Fox",United States of America,English,1982.0,thekingofcomedy,both
1984,Film | Editing in 1984,Local Hero,Michael Bradsell,False,Editing,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Editing in 1984,Zelig,Susan E Morse,False,Editing,zelig,11030.0,Zelig,7.458,774.0,Released,1983-07-15,11798616.0,79.0,False,0.0,tt0086637,en,Zelig,8.647,Comedy,Orion Pictures,United States of America,"English, German",1983.0,zelig,both
1984,Film | Fellowship in 1984,Sam Spiegel,,True,Fellowship,samspiegel,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Film in 1984,Educating Rita,Lewis Gilbert,True,Film,educatingrita,38291.0,Educating Rita,6.798,156.0,Released,1983-06-16,0.0,110.0,False,0.0,tt0085478,en,Educating Rita,11.786,"Drama, Comedy","Acorn Pictures, Columbia Pictures",United Kingdom,English,1983.0,educatingrita,both
1984,Film | Film in 1984,Heat And Dust,Ismail Merchant,False,Film,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Film in 1984,Local Hero,David Puttnam,False,Film,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Film in 1984,Tootsie,"Sydney Pollack,  Dick Richards",False,Film,tootsie,9576.0,Tootsie,7.202,1590.0,Released,1982-12-17,177200000.0,116.0,False,21000000.0,tt0084805,en,Tootsie,19.232,"Comedy, Romance","Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures",United States of America,English,1982.0,tootsie,both
1984,Film | Flaherty Documentary Award in 1984,Schindler,Jon Blair,True,Flaherty Documentary Award,schindler,532169.0,Schindler,7.8,5.0,Released,1983-10-01,0.0,79.0,False,0.0,tt0180981,en,Schindler,2.912,"Documentary, History, TV Movie",Thames Television,United Kingdom,"English, German, Hebrew, Polish",1983.0,schindler,both
1984,Film | Flaherty Documentary Award in 1984,Forty Minutes: Female Circumcision,Louise Panton,False,Flaherty Documentary Award,fortyminutesfemalecircumcision,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Flaherty Documentary Award in 1984,The Visit: Part 3: The Boy David,Alex McCall,False,Flaherty Documentary Award,thevisitpart3theboydavid,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Flaherty Documentary Award in 1984,Wildlife On One: Night Life,Dilys Breese,False,Flaherty Documentary Award,wildlifeononenightlife,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Foreign Language Film in 1984,Danton,"Margaret Menegoz, Barbara Pec-Slesicka, Andrzej Wajda",True,Foreign Language Film,danton,4202.0,Danton,6.855,148.0,Released,1983-01-12,0.0,136.0,False,0.0,tt0083789,fr,Danton,7.529,"Drama, History","Gaumont, Zespół Filmowy ""X""","Germany, France, Poland",French,1983.0,danton,both
1984,Film | Foreign Language Film in 1984,Fanny And Alexander,"Jorn Donner, Ingmar Bergman",False,Foreign Language Film,fannyandalexander,5961.0,Fanny and Alexander,7.8,693.0,Released,1982-12-17,6795771.0,188.0,False,6000000.0,tt0083922,sv,Fanny och Alexander,11.207,"Fantasy, Drama, Mystery","Cinematograph AB, Svenska Filminstitutet, SVT, Gaumont, Personafilm, Tobis","Sweden, Germany, France","English, German, Swedish, Yiddish",1982.0,fannyandalexander,both
1984,Film | Foreign Language Film in 1984,Finally Sunday (Vivement Dimanche!),"Armand Barbault, François Truffaut",False,Foreign Language Film,finallysundayvivementdimanche,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Foreign Language Film in 1984,La Traviata,"Tarak Ben Ammar, Franco Zeffirelli",False,Foreign Language Film,latraviata,48561.0,La traviata,7.119,21.0,Released,1982-10-07,0.0,109.0,False,0.0,tt0084821,it,La traviata,4.194,"Drama, Music",Deutsche Grammophon,Italy,Italian,1982.0,latraviata,both
1984,Film | Foreign Language Film in 1984,La Traviata,"Tarak Ben Ammar, Franco Zeffirelli",False,Foreign Language Film,latraviata,425651.0,La Traviata,5.5,2.0,Released,2020-01-06,0.0,141.0,False,0.0,tt6954298,en,La Traviata,1.337,Music,Teatro dell'Opera di Roma,Italy,Italian,2020.0,latraviata,both
1984,Film | Make-Up Artist in 1984,"Dorothy Pearl, George Masters, C Romaina Ford, Allen Weisinger",Tootsie,True,Make-Up Artist,dorothypearlgeorgemasterscromainafordallenweisinger,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Make-Up Artist in 1984,Gordon Kay,Heat And Dust,False,Make-Up Artist,gordonkay,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Make-Up Artist in 1984,"Phil Tippett, Stuart Freeborn",Return Of The Jedi,False,Make-Up Artist,philtippettstuartfreeborn,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Make-Up Artist in 1984,"Fred Buchner, John Caglione",Zelig,False,Make-Up Artist,fredbuchnerjohncaglione,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Most Promising Newcomer To Film in 1984,Phyllis Logan,"Another Time, Another Place",True,Most Promising Newcomer To Film,phyllislogan,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Most Promising Newcomer To Film in 1984,Kevin Kline,Sophie's Choice,False,Most Promising Newcomer To Film,kevinkline,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Most Promising Newcomer To Film in 1984,Greta Scacchi,Heat And Dust,False,Most Promising Newcomer To Film,gretascacchi,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Most Promising Newcomer To Film in 1984,Julie Walters,Educating Rita,False,Most Promising Newcomer To Film,juliewalters,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Original Screenplay in 1984,The King Of Comedy,Paul D Zimmerman,True,Original Screenplay,thekingofcomedy,262.0,The King of Comedy,7.8,2015.0,Released,1982-12-18,2536000.0,109.0,False,19000000.0,tt0085794,en,The King of Comedy,21.491,"Drama, Comedy","Embassy International Pictures, 20th Century Fox",United States of America,English,1982.0,thekingofcomedy,both
1984,Film | Original Screenplay in 1984,Local Hero,Bill Forsyth,False,Original Screenplay,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Original Screenplay in 1984,Trading Places,"Timothy Harris, Herschel Weingrod",False,Original Screenplay,tradingplaces,1621.0,Trading Places,7.202,2929.0,Released,1983-06-07,90404800.0,116.0,False,15000000.0,tt0086465,en,Trading Places,25.555,Comedy,"Cinema Group Ventures, Paramount",United States of America,English,1983.0,tradingplaces,both
1984,Film | Original Screenplay in 1984,Zelig,Woody Allen,False,Original Screenplay,zelig,11030.0,Zelig,7.458,774.0,Released,1983-07-15,11798616.0,79.0,False,0.0,tt0086637,en,Zelig,8.647,Comedy,Orion Pictures,United States of America,"English, German",1983.0,zelig,both
1984,Film | Original Song Written for a Film in 1984,An Officer And A Gentleman (Up Where We Belong),"Jack Nitzsche, Buffy Sainte-Marie, Will Jennings",True,Original Song Written for a Film,anofficerandagentlemanupwherewebelong,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Original Song Written for a Film in 1984,Monty Python's The Meaning Of Life (Every Sperm Is Sacred),"Andre Jacquemin, Dave Howman, Michael Palin, Terry Jones",False,Original Song Written for a Film,montypythonsthemeaningoflifeeveryspermissacred,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Original Song Written for a Film in 1984,Flashdance (Flashdance...What A Feeling),"Giorgio Moroder, Keith Forsey, Irene Cara",False,Original Song Written for a Film,flashdanceflashdancewhatafeeling,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Original Song Written for a Film in 1984,Tootsie (Tootsie),"Dave Grusin, Alan Bergman, Marilyn Bergman",False,Original Song Written for a Film,tootsietootsie,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Outstanding British Contribution To Cinema in 1984,Colin Young,,True,Outstanding British Contribution To Cinema,colinyoung,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Production Design in 1984,La Traviata,"Franco Zeffirelli,  Gianni Quaranta",True,Production Design,latraviata,48561.0,La traviata,7.119,21.0,Released,1982-10-07,0.0,109.0,False,0.0,tt0084821,it,La traviata,4.194,"Drama, Music",Deutsche Grammophon,Italy,Italian,1982.0,latraviata,both
1984,Film | Production Design in 1984,La Traviata,"Franco Zeffirelli,  Gianni Quaranta",True,Production Design,latraviata,425651.0,La Traviata,5.5,2.0,Released,2020-01-06,0.0,141.0,False,0.0,tt6954298,en,La Traviata,1.337,Music,Teatro dell'Opera di Roma,Italy,Italian,2020.0,latraviata,both
1984,Film | Production Design in 1984,Heat And Dust,Wilfred Shingleton,False,Production Design,heatanddust,67794.0,Heat and Dust,6.1,30.0,Released,1983-01-01,0.0,133.0,False,0.0,tt0084058,en,Heat and Dust,6.96,"Drama, Romance",Merchant Ivory Productions,United Kingdom,"Hindi, English, Urdu",1983.0,heatanddust,both
1984,Film | Production Design in 1984,Return Of The Jedi,Norman Reynolds,False,Production Design,returnofthejedi,1892.0,Return of the Jedi,7.892,14591.0,Released,1983-05-25,572700000.0,132.0,False,32350000.0,tt0086190,en,Return of the Jedi,40.104,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,1983.0,returnofthejedi,both
1984,Film | Production Design in 1984,Wargames,Angelo P Graham,False,Production Design,wargames,860.0,WarGames,7.07,1647.0,Released,1983-06-03,124600000.0,114.0,False,12000000.0,tt0086567,en,WarGames,21.873,"Thriller, Science Fiction, Drama","United Artists, Sherwood Productions",United States of America,English,1983.0,wargames,both
1984,Film | Production Design in 1984,Wargames,Angelo P Graham,False,Production Design,wargames,581797.0,War Games,5.5,2.0,Released,2009-01-17,0.0,6.0,False,0.0,tt4071620,en,War Games,0.6,Action,,Australia,English,2009.0,wargames,both
1984,Film | Score For A Film in 1984,Merry Christmas Mr Lawrence,Ryuichi Sakamoto,True,Score For A Film,merrychristmasmrlawrence,11948.0,"Merry Christmas, Mr. Lawrence",7.307,401.0,Released,1983-05-28,2306560.0,124.0,False,0.0,tt0085933,ja,戦場のメリークリスマス,18.667,"Drama, History, War","Recorded Picture Company, National Film Trustee Company, Antares-Nova, Oshima Productions, Asahi Broadcasting Company, Broadbank Investments","Japan, New Zealand, United Kingdom","English, Japanese",1983.0,merrychristmasmrlawrence,both
1984,Film | Score For A Film in 1984,Flashdance,Giorgio Moroder,False,Score For A Film,flashdance,535.0,Flashdance,6.496,1310.0,Released,1983-04-14,201500000.0,95.0,False,7000000.0,tt0085549,en,Flashdance,21.263,"Drama, Romance","Paramount, PolyGram Filmed Entertainment, Don Simpson/Jerry Bruckheimer Films",United States of America,English,1983.0,flashdance,both
1984,Film | Score For A Film in 1984,Local Hero,Mark Knopfler,False,Score For A Film,localhero,11235.0,Local Hero,6.689,304.0,Released,1983-02-17,0.0,111.0,False,0.0,tt0085859,en,Local Hero,11.194,"Comedy, Drama","Enigma Productions, Goldcrest, Film4 Productions, Celandine Films",United Kingdom,"English, Japanese, Russian",1983.0,localhero,both
1984,Film | Score For A Film in 1984,An Officer And A Gentleman,Jack Nitzsche,False,Score For A Film,anofficerandagentleman,2623.0,An Officer and a Gentleman,7.013,996.0,Released,1982-07-28,129795554.0,124.0,False,7500000.0,tt0084434,en,An Officer and a Gentleman,22.31,"Drama, Romance","Paramount, Lorimar Film Entertainment",United States of America,English,1982.0,anofficerandagentleman,both
1984,Film | Short Animation in 1984,Henry's Cat,Bob Godfrey,True,Short Animation,henryscat,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Short Animation in 1984,Dangermouse,"Brian Cosgrove, Mark Hall",False,Short Animation,dangermouse,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Short Animation in 1984,Paddington Goes To The Movies (A Paddington Special),Barry Leith,False,Short Animation,paddingtongoestothemoviesapaddingtonspecial,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Short Animation in 1984,The Wind In The Willows,"Mark Hall, Brian Cosgrove",False,Short Animation,thewindinthewillows,456377.0,The Wind In The Willows,6.0,1.0,Released,1983-12-27,0.0,79.0,False,0.0,tt0367236,en,The Wind In The Willows,0.6,"Animation, Family, Fantasy",,United States of America,English,1983.0,thewindinthewillows,both
1984,Film | Short Film in 1984,Goodie Two Shoes,Ian Emes,True,Short Film,goodietwoshoes,244443.0,Goodie-Two-Shoes,5.7,3.0,Released,1984-09-01,0.0,35.0,False,0.0,tt0085613,en,Goodie-Two-Shoes,0.6,Drama,,,English,1984.0,goodietwoshoes,both
1984,Film | Short Film in 1984,The Crimson Permanent Assurance,Terry Gilliam,False,Short Film,thecrimsonpermanentassurance,39005.0,The Crimson Permanent Assurance,7.125,100.0,Released,1983-03-31,0.0,16.0,False,0.0,tt0215685,en,The Crimson Permanent Assurance,6.654,"Adventure, Comedy, Fantasy","The Monty Python Partnership, Universal Pictures, Celandine Films",United Kingdom,English,1983.0,thecrimsonpermanentassurance,both
1984,Film | Short Film in 1984,John Love,John Davis,False,Short Film,johnlove,954643.0,"John, Love",0.0,0.0,Released,1983-01-01,0.0,32.0,False,0.0,tt0215878,en,"John, Love",0.6,Drama,"NFTS, Fís Éireann/Screen Ireland","Ireland, United Kingdom",English,1983.0,johnlove,both
1984,Film | Short Film in 1984,Keep Off The Grass,Paul Weiland,False,Short Film,keepoffthegrass,923982.0,Keep Off The Grass,0.0,0.0,Released,1983-09-26,0.0,27.0,False,0.0,tt0215894,en,Keep Off The Grass,0.6,Drama,"Thorn EMI, Paul Weiland Films",United Kingdom,English,1983.0,keepoffthegrass,both
1984,Film | Sound in 1984,Wargames,"Willie D Burton, Michael J Kohut, William L Manger",True,Sound,wargames,860.0,WarGames,7.07,1647.0,Released,1983-06-03,124600000.0,114.0,False,12000000.0,tt0086567,en,WarGames,21.873,"Thriller, Science Fiction, Drama","United Artists, Sherwood Productions",United States of America,English,1983.0,wargames,both
1984,Film | Sound in 1984,Wargames,"Willie D Burton, Michael J Kohut, William L Manger",True,Sound,wargames,581797.0,War Games,5.5,2.0,Released,2009-01-17,0.0,6.0,False,0.0,tt4071620,en,War Games,0.6,Action,,Australia,English,2009.0,wargames,both
1984,Film | Sound in 1984,Flashdance,"Jim Webb, Buzz Knudson, Robert Glass, Don Digirolamo",False,Sound,flashdance,535.0,Flashdance,6.496,1310.0,Released,1983-04-14,201500000.0,95.0,False,7000000.0,tt0085549,en,Flashdance,21.263,"Drama, Romance","Paramount, PolyGram Filmed Entertainment, Don Simpson/Jerry Bruckheimer Films",United States of America,English,1983.0,flashdance,both
1984,Film | Sound in 1984,La Traviata,"Cesare D'Amico, Jean Louis Ducarme, Claude Villand, Federico Savina",False,Sound,latraviata,48561.0,La traviata,7.119,21.0,Released,1982-10-07,0.0,109.0,False,0.0,tt0084821,it,La traviata,4.194,"Drama, Music",Deutsche Grammophon,Italy,Italian,1982.0,latraviata,both
1984,Film | Sound in 1984,La Traviata,"Cesare D'Amico, Jean Louis Ducarme, Claude Villand, Federico Savina",False,Sound,latraviata,425651.0,La Traviata,5.5,2.0,Released,2020-01-06,0.0,141.0,False,0.0,tt6954298,en,La Traviata,1.337,Music,Teatro dell'Opera di Roma,Italy,Italian,2020.0,latraviata,both
1984,Film | Sound in 1984,Return Of The Jedi,"Ben Burtt, Tony Dawe, Gary Summers",False,Sound,returnofthejedi,1892.0,Return of the Jedi,7.892,14591.0,Released,1983-05-25,572700000.0,132.0,False,32350000.0,tt0086190,en,Return of the Jedi,40.104,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,1983.0,returnofthejedi,both
1984,Film | Special Award in 1984,Dilys Powell,,True,Special Award,dilyspowell,,,,,,,,,,,,,,,,,,,,,left_only
1984,Film | Special Visual Effects in 1984,Return Of The Jedi,"Richard Edlund, Dennis Muren, Ken Ralston, Kit West",True,Special Visual Effects,returnofthejedi,1892.0,Return of the Jedi,7.892,14591.0,Released,1983-05-25,572700000.0,132.0,False,32350000.0,tt0086190,en,Return of the Jedi,40.104,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,1983.0,returnofthejedi,both
