year,category,nominee,workers,winner,category clean,nominee_clean,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,popularity,genres,production_companies,production_countries,spoken_languages,release_year,title_clean,_merge
1982,Film | Cinematography in 1982,Raiders Of The Lost Ark,Douglas Slocombe,False,Cinematography,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Costume Design in 1982,Chariots Of Fire,Milena Canonero,True,Costume Design,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Costume Design in 1982,Excalibur,Bob Ringwood,False,Costume Design,excalibur,11527.0,Excalibur,6.944,887.0,Released,1981-04-10,34967437.0,140.0,False,11000000.0,tt0082348,en,Excalibur,19.284,"Adventure, Fantasy","Orion Pictures, Cinema 84",United Kingdom,English,1981.0,excalibur,both
1982,Film | Costume Design in 1982,The French Lieutenant's Woman,Tom Rand,False,Costume Design,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Costume Design in 1982,Tess,Anthony Powell,False,Costume Design,tess,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Direction in 1982,Atlantic City,Louis Malle,True,Direction,atlanticcity,23954.0,Atlantic City,6.835,233.0,Released,1980-09-03,12729675.0,104.0,False,7200000.0,tt0080388,en,Atlantic City,11.315,"Crime, Drama, Romance","Canadian Film Development Corporation (CFDC), Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor","Canada, France","French, English",1980.0,atlanticcity,both
1982,Film | Direction in 1982,Chariots Of Fire,Hugh Hudson,False,Direction,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Direction in 1982,The French Lieutenant's Woman,Karel Reisz,False,Direction,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Direction in 1982,Gregory's Girl,Bill Forsyth,False,Direction,gregorysgirl,21764.0,Gregory's Girl,6.684,114.0,Released,1981-04-23,7710.0,91.0,False,0.0,tt0082477,en,Gregory's Girl,8.526,"Comedy, Romance","Lake Films, National Film Finance Corporation (NFFC), Scottish Television (STV)",United Kingdom,"English, Italian",1981.0,gregorysgirl,both
1982,Film | Editing in 1982,Raging Bull,Thelma Schoonmaker,True,Editing,ragingbull,1578.0,Raging Bull,8.0,3872.0,Released,1980-11-14,23000000.0,129.0,False,18000000.0,tt0081398,en,Raging Bull,27.108,Drama,United Artists,United States of America,English,1980.0,ragingbull,both
1982,Film | Editing in 1982,Chariots Of Fire,Terry Rawlings,False,Editing,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Editing in 1982,The French Lieutenant's Woman,John Bloom,False,Editing,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Editing in 1982,Raiders Of The Lost Ark,Michael Kahn,False,Editing,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Fellowship in 1982,Andrzej Wajda,,True,Fellowship,andrzejwajda,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Film in 1982,Chariots Of Fire,David Puttnam,True,Film,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Film in 1982,Atlantic City,Denis Héroux,False,Film,atlanticcity,23954.0,Atlantic City,6.835,233.0,Released,1980-09-03,12729675.0,104.0,False,7200000.0,tt0080388,en,Atlantic City,11.315,"Crime, Drama, Romance","Canadian Film Development Corporation (CFDC), Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor","Canada, France","French, English",1980.0,atlanticcity,both
1982,Film | Film in 1982,The French Lieutenant's Woman,Leon Clore,False,Film,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Film in 1982,Gregory's Girl,"Davina Belling, Clive Parsons",False,Film,gregorysgirl,21764.0,Gregory's Girl,6.684,114.0,Released,1981-04-23,7710.0,91.0,False,0.0,tt0082477,en,Gregory's Girl,8.526,"Comedy, Romance","Lake Films, National Film Finance Corporation (NFFC), Scottish Television (STV)",United Kingdom,"English, Italian",1981.0,gregorysgirl,both
1982,Film | Film in 1982,Raiders Of The Lost Ark,Frank Marshall,False,Film,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Joe Pesci,Raging Bull,True,Most Promising Newcomer To Leading Film Roles,joepesci,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Klaus Maria Brandauer,Mephisto,False,Most Promising Newcomer To Leading Film Roles,klausmariabrandauer,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Timothy Hutton,Ordinary People,False,Most Promising Newcomer To Leading Film Roles,timothyhutton,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Cathy Moriarty,Raging Bull,False,Most Promising Newcomer To Leading Film Roles,cathymoriarty,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Original Film Music in 1982,The French Lieutenant's Woman,Carl Davis,True,Original Film Music,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Original Film Music in 1982,Arthur,Burt Bacharach,False,Original Film Music,arthur,49012.0,Arthur,5.576,687.0,Released,2011-04-08,48147945.0,110.0,False,40000000.0,tt1334512,en,Arthur,14.247,"Comedy, Romance",Warner Bros. Pictures,United States of America,English,2011.0,arthur,both
1982,Film | Original Film Music in 1982,Chariots Of Fire,Vangelis Papathanassiou,False,Original Film Music,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Original Film Music in 1982,Raiders Of The Lost Ark,John Williams,False,Original Film Music,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Outstanding British Contribution To Cinema in 1982,David Puttnam,,True,Outstanding British Contribution To Cinema,davidputtnam,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Production Design in 1982,Raiders Of The Lost Ark,Norman Reynolds,True,Production Design,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Production Design in 1982,Chariots Of Fire,Roger Hall,False,Production Design,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Production Design in 1982,The French Lieutenant's Woman,Assheton Gorton,False,Production Design,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Production Design in 1982,Tess,Pierre Guffroy,False,Production Design,tess,,,,,,,,,,,,,,,,,,,,,left_only
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Soldier Girls,"Nick Broomfield, Joan Churchill",True,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",soldiergirls,66638.0,Soldier Girls,6.2,5.0,Released,1981-09-15,0.0,87.0,False,0.0,tt0083105,en,Soldier Girls,0.979,"Documentary, Drama",,"United Kingdom, United States of America",English,1981.0,soldiergirls,both
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Best Boy,Ira Wohl,False,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",bestboy,,,,,,,,,,,,,,,,,,,,,left_only
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",The Life And Times Of Rosie The Riverter,Connie Field,False,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",thelifeandtimesofrosietheriverter,,,,,,,,,,,,,,,,,,,,,left_only
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Return Journey,Ian Potts,False,"Robert Flaherty Award (Feature Length Film, Documentary In Content)",returnjourney,255699.0,Return Journey,4.0,2.0,Released,1999-10-01,0.0,54.0,False,0.0,tt0099476,en,Return Journey,0.6,"Drama, TV Movie",,,English,1999.0,returnjourney,both
1982,Film | Screenplay in 1982,Gregory's Girl,Bill Forsyth,True,Screenplay,gregorysgirl,21764.0,Gregory's Girl,6.684,114.0,Released,1981-04-23,7710.0,91.0,False,0.0,tt0082477,en,Gregory's Girl,8.526,"Comedy, Romance","Lake Films, National Film Finance Corporation (NFFC), Scottish Television (STV)",United Kingdom,"English, Italian",1981.0,gregorysgirl,both
1982,Film | Screenplay in 1982,Atlantic City,John Guare,False,Screenplay,atlanticcity,23954.0,Atlantic City,6.835,233.0,Released,1980-09-03,12729675.0,104.0,False,7200000.0,tt0080388,en,Atlantic City,11.315,"Crime, Drama, Romance","Canadian Film Development Corporation (CFDC), Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor","Canada, France","French, English",1980.0,atlanticcity,both
1982,Film | Screenplay in 1982,Chariots Of Fire,Colin Welland,False,Screenplay,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Screenplay in 1982,The French Lieutenant's Woman,Harold Pinter,False,Screenplay,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Short Film in 1982,Recluse,Bob Bentley,True,Short Film,recluse,323609.0,Recluse,5.7,3.0,Released,1981-01-01,0.0,27.0,False,0.0,tt0216147,en,Recluse,0.797,"Crime, Drama","Jarastar, Bentley Films, National Film Finance Corporation (NFFC), Rank Film Productions",,English,1981.0,recluse,both
1982,Film | Short Film in 1982,Couples And Robbers,Clare Peploe,False,Short Film,couplesandrobbers,244393.0,Couples and Robbers,5.7,3.0,Released,1981-10-07,0.0,29.0,False,0.0,tt0082207,en,Couples and Robbers,1.246,"Drama, Crime",,,English,1981.0,couplesandrobbers,both
1982,Film | Short Film in 1982,Towers Of Babel,Jonathan Lewis,False,Short Film,towersofbabel,954374.0,Towers of Babel,0.0,0.0,Released,1981-07-09,0.0,27.0,False,0.0,,en,Towers of Babel,0.6,Comedy,Longbow Film Company,United Kingdom,English,1981.0,towersofbabel,both
1982,Film | Sound in 1982,The French Lieutenant's Woman,"Don Sharpe, Ivan Sharrock, Bill Rowe",True,Sound,thefrenchlieutenantswoman,12537.0,The French Lieutenant's Woman,6.419,180.0,Released,1981-08-28,2689068.0,124.0,False,0.0,tt0082416,en,The French Lieutenant's Woman,9.954,"Drama, Romance, History",Juniper Films,United Kingdom,English,1981.0,thefrenchlieutenantswoman,both
1982,Film | Sound in 1982,Chariots Of Fire,"Clive Winter, Bill Rowe, Jim Shields",False,Sound,chariotsoffire,9443.0,Chariots of Fire,6.794,805.0,Released,1981-05-15,58972904.0,124.0,False,5500000.0,tt0082158,en,Chariots of Fire,13.492,"Drama, History","The Ladd Company, Enigma Productions, Allied Stars, Ltd., Warner Bros. Pictures, 20th Century Fox",United Kingdom,English,1981.0,chariotsoffire,both
1982,Film | Sound in 1982,Coal Miner's Daughter,"Gordon Ecker Jr, Jim Alexander, Richard Portman, Roger Heman",False,Sound,coalminersdaughter,16769.0,Coal Miner's Daughter,7.266,223.0,Released,1980-03-07,67182787.0,125.0,False,15000000.0,tt0080549,en,Coal Miner's Daughter,12.03,"Music, Drama",Universal Pictures,United States of America,English,1980.0,coalminersdaughter,both
1982,Film | Sound in 1982,Raiders Of The Lost Ark,"Roy Charman, Ben Burtt, Bill Varney",False,Sound,raidersofthelostark,85.0,Raiders of the Lost Ark,7.924,11483.0,Released,1981-06-12,389925971.0,115.0,False,18000000.0,tt0082971,en,Raiders of the Lost Ark,60.763,"Adventure, Action","Paramount, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",1981.0,raidersofthelostark,both
1982,Film | Supporting Artist in 1982,Ian Holm,Chariots Of Fire,True,Supporting Artist,ianholm,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Supporting Artist in 1982,Denholm Elliott,Raiders Of The Lost Ark,False,Supporting Artist,denholmelliott,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Supporting Artist in 1982,John Gielgud,Arthur,False,Supporting Artist,johngielgud,,,,,,,,,,,,,,,,,,,,,left_only
1982,Film | Supporting Artist in 1982,Nigel Havers,Chariots Of Fire,False,Supporting Artist,nigelhavers,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actor in 1983,Ben Kingsley,Gandhi,True,Actor,benkingsley,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actor in 1983,Warren Beatty,Reds,False,Actor,warrenbeatty,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actor in 1983,Albert Finney,Shoot The Moon,False,Actor,albertfinney,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actor in 1983,Henry Fonda,On Golden Pond,False,Actor,henryfonda,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actor in 1983,Jack Lemmon,Missing,False,Actor,jacklemmon,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actress in 1983,Katharine Hepburn,On Golden Pond,True,Actress,katharinehepburn,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actress in 1983,Diane Keaton,Reds,False,Actress,dianekeaton,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actress in 1983,Jennifer Kendal,36 Chowringhee Lane,False,Actress,jenniferkendal,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Actress in 1983,Sissy Spacek,Missing,False,Actress,sissyspacek,,,,,,,,,,,,,,,,,,,,,left_only
1983,Film | Cinematography in 1983,Blade Runner,Jordan Cronenweth,True,Cinematography,bladerunner,78.0,Blade Runner,7.931,12770.0,Released,1982-06-25,41722424.0,118.0,False,28000000.0,tt0083658,en,Blade Runner,56.798,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian",1982.0,bladerunner,both
1983,Film | Cinematography in 1983,ET: The Extra-Terrestrial,Allen Daviau,False,Cinematography,ettheextraterrestrial,601.0,E.T. the Extra-Terrestrial,7.512,10467.0,Released,1982-06-11,792965500.0,115.0,False,10500000.0,tt0083866,en,E.T. the Extra-Terrestrial,50.334,"Science Fiction, Adventure, Family, Fantasy","Universal Pictures, Amblin Entertainment",United States of America,English,1982.0,ettheextraterrestrial,both
1983,Film | Cinematography in 1983,Gandhi,"Billy Williams, Ronnie Taylor",False,Cinematography,gandhi,783.0,Gandhi,7.543,2110.0,Released,1982-11-30,77737889.0,191.0,False,22000000.0,tt0083987,en,Gandhi,15.878,"Drama, History","Goldcrest, Indo-British, International Film Investors, National Film Development Corporation of India, Columbia Pictures","India, United Kingdom","English, Hindi",1982.0,gandhi,both
1983,Film | Cinematography in 1983,Reds,Vittorio Storaro,False,Cinematography,reds,18254.0,Reds,6.861,292.0,Released,1981-12-25,40382659.0,195.0,False,35000000.0,tt0082979,en,Reds,11.309,"Drama, History, Romance","JRS Productions, Barclays Mercantile Industrial Finance, Paramount",United States of America,"English, Finnish, French, German, Italian, Russian",1981.0,reds,both
1983,Film | Cinematography in 1983,Reds,Vittorio Storaro,False,Cinematography,reds,210835.0,Red (S),0.0,0.0,Released,2010-05-08,0.0,3.0,False,0.0,,en,Red (S),0.656,"Animation, Fantasy, Romance",,,,2010.0,reds,both
1983,Film | Costume Design in 1983,Blade Runner,"Charles Knode, Michael Kaplan",True,Costume Design,bladerunner,78.0,Blade Runner,7.931,12770.0,Released,1982-06-25,41722424.0,118.0,False,28000000.0,tt0083658,en,Blade Runner,56.798,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian",1982.0,bladerunner,both
